organization,org_code,week,year,start_date,end_date,approve,disapprove,neither,unsure,mixed ,dk,n,lv,rv
Newsweek,2,56,2002,01/31/02,02/01/02,83,12,,5,,,,0,0
Newsweek,2,56,2002,02/01/02,02/02/02,83,12,5,5,,,1000,,
Newsweek,2,62,2002,03/22/02,03/23/02,74,16,10,10,,,1000,,
Newsweek,2,67,2002,04/26/02,04/27/02,71,16,13,13,,,1000,,
Newsweek,2,70,2002,05/17/02,05/18/02,73,20,7,7,,,1000,,
Newsweek,2,76,2002,06/28/02,06/29/02,70,19,11,11,,,1000,,
Newsweek,2,78,2002,07/12/02,07/13/02,68,22,10,10,,,1000,,
Newsweek,2,79,2002,07/19/02,07/20/02,65,25,10,10,,,1000,,
Newsweek,2,85,2002,08/29/02,08/30/02,61,30,9,9,,,1000,,
Newsweek,2,87,2002,09/13/02,09/14/02,70,23,7,7,,,1000,,
Newsweek,2,89,2002,09/27/02,09/28/02,65,27,8,8,,,1000,,
Newsweek,2,91,2002,10/11/02,10/12/02,61,29,10,10,,,1000,,
Newsweek,2,93,2002,10/25/02,10/26/02,61,29,10,10,,,1000,,
Newsweek,2,96,2002,11/08/02,11/09/02,60,30,10,10,,,1000,,
Newsweek,2,106,2003,01/17/03,01/18/03,56,33,11,11,,,1000,,
Newsweek,2,107,2003,01/24/03,01/25/03,55,38,7,7,,,1000,,
Newsweek,2,109,2003,02/07/03,02/08/03,61,31,8,8,,,1000,,
Newsweek,2,114,2003,03/14/03,03/15/03,53,37,10,10,,,1000,,
Newsweek,2,116,2003,03/28/03,03/29/03,68,26,6,6,,,1000,,
Newsweek,2,118,2003,04/11/03,04/12/03,71,23,6,6,,,1000,,
Newsweek,2,121,2003,05/02/03,05/03/03,65,26,9,9,,,1000,,
Newsweek,2,125,2003,05/30/03,05/31/03,61,28,11,11,,,1000,,
Newsweek,2,131,2003,07/11/03,07/12/03,55,37,8,8,,,1000,,
Newsweek,2,133,2003,07/25/03,07/26/03,57,34,9,9,,,1000,,
Newsweek,2,137,2003,08/22/03,08/23/03,53,36,11,11,,,1000,,
Newsweek,2,140,2003,09/12/03,09/13/03,52,39,9,9,,,1000,,
Newsweek,2,141,2003,09/19/03,09/20/03,51,42,7,7,,,1000,,
Newsweek,2,142,2003,09/26/03,09/27/03,52,40,8,8,,,1000,,
Newsweek,2,144,2003,10/10/03,10/11/03,51,42,7,7,,,1000,,
Newsweek,2,146,2003,10/24/03,10/25/03,51,40,9,9,,,1000,,
Newsweek,2,148,2003,11/07/03,11/08/03,52,40,8,8,,,1000,,
Newsweek,2,153,2003,12/12/03,12/13/03,51,42,7,7,,,1000,,
Newsweek,2,154,2003,12/19/03,12/20/03,54,38,8,8,,,1000,,
Newsweek,2,157,2004,01/09/04,01/10/04,54,41,5,5,,,1000,,
Newsweek,2,159,2004,01/23/04,01/24/04,50,44,6,6,,,1000,,
Newsweek,2,160,2004,01/30/04,01/31/04,49,44,7,7,,,1000,,
Newsweek,2,161,2004,02/06/04,02/07/04,48,45,7,7,,,1000,,
Newsweek,2,163,2004,02/20/04,02/21/04,48,44,8,8,,,1000,,
Newsweek,2,167,2004,03/19/04,03/20/04,48,44,8,8,,,1000,,
Newsweek,2,168,2004,03/26/04,03/27/04,49,45,6,6,,,1000,,
Newsweek,2,170,2004,04/09/04,04/10/04,49,45,6,6,,,1000,,
Newsweek,2,175,2004,05/14/04,05/15/04,42,52,6,6,,,1000,,
Newsweek,2,183,2004,07/09/04,07/10/04,48,46,6,6,,,1000,,
Newsweek,2,186,2004,07/30/04,07/31/04,45,49,6,6,,,1000,,
Newsweek,2,191,2004,09/03/04,09/04/04,52,41,7,7,,,1000,,
Newsweek,2,192,2004,09/10/04,09/11/04,48,44,8,8,,,1000,,
Newsweek,2,194,2004,10/01/04,10/03/04,46,48,6,6,,,1000,,
Newsweek,2,197,2004,10/15/04,10/16/04,47,46,7,7,,,1000,,
Newsweek,2,198,2004,10/22/04,10/23/04,46,47,7,7,,,1000,,
Newsweek,2,199,2004,10/28/04,10/30/04,46,47,7,7,,,1000,,
Newsweek,2,204,2004,12/03/04,12/04/04,49,44,7,7,,,1000,,
Newsweek,2,213,2005,02/04/05,02/05/05,50,42,8,8,,,1000,,
Newsweek,2,219,2005,03/18/05,03/19/05,45,48,7,7,,,1000,,
Newsweek,2,239,2005,08/03/05,08/05/05,42,51,7,7,,,1000,,
Newsweek,2,244,2005,09/09/05,09/10/05,38,55,7,7,,,1000,,
Newsweek,2,247,2005,09/30/05,10/01/05,40,53,7,7,,,1000,,
Newsweek,2,253,2005,11/11/05,11/12/05,36,58,6,6,,,1002,,
Newsweek,2,271,2006,03/17/06,03/18/06,36,58,6,6,,,1020,,
Newsweek,2,279,2006,05/12/06,05/13/06,35,59,6,6,,,1007,,
Newsweek,2,292,2006,08/11/06,08/12/06,38,55,7,7,,,1001,,
Newsweek,2,294,2006,08/25/06,08/26/06,36,56,8,8,,,1002,,
Newsweek,2,300,2006,10/06/06,10/07/06,33,59,8,8,,,1000,,
Newsweek,2,302,2006,10/20/06,10/21/06,35,57,8,8,,,1000,,
Newsweek,2,303,2006,10/27/06,10/28/06,37,53,10,10,,,1992,,
Newsweek,2,304,2006,11/03/06,11/04/06,35,56,9,9,,,1006,,
Newsweek,2,305,2006,11/10/06,11/11/06,31,63,6,6,,,1006,,
Newsweek,2,309,2006,12/06/06,12/07/06,32,60,,8,,,,0,0
Newsweek,2,315,2007,01/17/07,01/18/07,31,62,,7,,,,0,0
Newsweek,2,316,2007,01/24/07,01/25/07,30,64,,6,,,,0,0
Newsweek,2,321,2007,02/28/07,03/01/07,31,61,,8,,,,0,0
Newsweek,2,323,2007,03/14/07,03/15/07,30,60,,10,,,,0,0
Newsweek,2,325,2007,03/28/07,03/29/07,33,60,,7,,,,0,0
Newsweek,2,330,2007,05/02/07,05/03/07,28,64,,8,,,,0,0
Newsweek,2,337,2007,06/18/07,06/19/07,26,65,,9,,,,0,0
Newsweek,2,339,2007,07/02/07,07/03/07,26,65,,9,,,,0,0
Newsweek,2,340,2007,07/11/07,07/12/07,29,64,,7,,,,0,0
Newsweek,2,343,2007,08/01/07,08/02/07,29,63,,8,,,,0,0
Newsweek,2,370,2008,02/06/08,02/07/08,30,60,,10,,,,0,0
Newsweek,2,374,2008,03/05/08,03/06/08,30,61,,9,,,,0,0
Newsweek,2,380,2008,04/16/08,04/17/08,28,65,,7,,,,0,0
Newsweek,2,392,2008,07/09/08,07/10/08,28,63,,9,,,,0,0
Newsweek,2,405,2008,10/08/08,10/09/08,25,67,,8,,,,0,0
Fox News/Opinion Dynamics,3,3,2001,01/25/01,01/26/01,46,14,40,40,,,900,,
Fox News/Opinion Dynamics,3,5,2001,02/08/01,02/09/01,55,16,29,29,,,900,,
Fox News/Opinion Dynamics,3,7,2001,02/22/01,02/23/01,61,16,23,23,,,900,,
Fox News/Opinion Dynamics,3,10,2001,03/15/01,03/16/01,56,23,21,21,,,900,,
Fox News/Opinion Dynamics,3,12,2001,03/29/01,03/30/01,57,24,19,19,,,900,,
Fox News/Opinion Dynamics,3,15,2001,04/19/01,04/20/01,63,22,15,15,,,900,,
Fox News/Opinion Dynamics,3,18,2001,05/10/01,05/11/01,59,26,15,15,,,900,,
Fox News/Opinion Dynamics,3,22,2001,06/07/01,06/08/01,59,28,13,13,,,900,,
Fox News/Opinion Dynamics,3,27,2001,07/12/01,07/13/01,56,30,14,14,,,900,,
Fox News/Opinion Dynamics,3,29,2001,07/26/01,07/27/01,59,25,16,16,,,900,,
Fox News/Opinion Dynamics,3,33,2001,08/23/01,08/24/01,55,32,13,13,,,900,,
Fox News/Opinion Dynamics,3,37,2001,09/20/01,09/21/01,81,12,7,7,,,900,,
Fox News/Opinion Dynamics,3,39,2001,10/03/01,10/04/01,80,10,,10,,,,0,0
Fox News/Opinion Dynamics,3,39,2001,10/04/01,10/05/01,80,10,10,10,,,900,,
Fox News/Opinion Dynamics,3,41,2001,10/17/01,10/18/01,84,10,,6,,,,0,0
Fox News/Opinion Dynamics,3,41,2001,10/18/01,10/19/01,84,10,6,6,,,900,,
Fox News/Opinion Dynamics,3,43,2001,11/01/01,11/02/01,84,8,8,8,,,900,,
Fox News/Opinion Dynamics,3,45,2001,11/15/01,11/16/01,88,7,5,5,,,900,,
Fox News/Opinion Dynamics,3,47,2001,11/29/01,11/30/01,86,6,8,8,,,900,,
Fox News/Opinion Dynamics,3,49,2001,12/13/01,12/14/01,86,8,6,6,,,900,,
Fox News/Opinion Dynamics,3,53,2002,01/10/02,01/11/02,83,10,7,7,,,900,,
Fox News/Opinion Dynamics,3,56,2002,01/31/02,02/01/02,81,12,7,7,,,900,,
Fox News/Opinion Dynamics,3,58,2002,02/13/02,02/14/02,81,11,8,8,,,900,,
Fox News/Opinion Dynamics,3,59,2002,02/27/02,02/28/02,77,13,10,10,,,900,,
Fox News/Opinion Dynamics,3,61,2002,03/13/02,03/14/02,80,12,8,8,,,900,,
Fox News/Opinion Dynamics,3,64,2002,04/03/02,04/04/02,79,13,8,8,,,900,,
Fox News/Opinion Dynamics,3,66,2002,04/17/02,04/18/02,76,15,9,9,,,900,,
Fox News/Opinion Dynamics,3,68,2002,05/01/02,05/02/02,72,18,10,10,,,900,,
Fox News/Opinion Dynamics,3,70,2002,05/15/02,05/16/02,77,15,8,8,,,900,,
Fox News/Opinion Dynamics,3,73,2002,06/05/02,06/06/02,74,15,11,11,,,900,,
Fox News/Opinion Dynamics,3,75,2002,06/19/02,06/20/02,73,14,13,13,,,900,,
Fox News/Opinion Dynamics,3,78,2002,07/10/02,07/11/02,70,19,11,11,,,900,,
Fox News/Opinion Dynamics,3,80,2002,07/24/02,07/25/02,69,18,13,13,,,900,,
Fox News/Opinion Dynamics,3,82,2002,08/07/02,08/08/02,69,20,11,11,,,900,,
Fox News/Opinion Dynamics,3,87,2002,09/09/02,09/10/02,66,22,12,12,,,900,,
Fox News/Opinion Dynamics,3,89,2002,09/25/02,09/26/02,65,25,10,10,,,900,,
Fox News/Opinion Dynamics,3,91,2002,10/09/02,10/10/02,66,21,13,13,,,900,,
Fox News/Opinion Dynamics,3,93,2002,10/23/02,10/24/02,60,30,10,10,,,900,,
Fox News/Opinion Dynamics,3,97,2002,11/20/02,11/21/02,68,20,12,12,,,900,,
Fox News/Opinion Dynamics,3,100,2002,12/04/02,12/05/02,65,24,11,11,,,900,,
Fox News/Opinion Dynamics,3,102,2002,12/18/02,12/19/02,65,26,9,9,,,900,,
Fox News/Opinion Dynamics,3,106,2003,01/15/03,01/16/03,63,28,9,9,,,900,,
Fox News/Opinion Dynamics,3,108,2003,01/30/03,01/31/03,59,28,13,13,,,900,,
Fox News/Opinion Dynamics,3,110,2003,02/12/03,02/13/03,57,32,11,11,,,900,,
Fox News/Opinion Dynamics,3,112,2003,02/26/03,02/27/03,55,33,12,12,,,900,,
Fox News/Opinion Dynamics,3,114,2003,03/12/03,03/13/03,60,32,8,8,,,900,,
Fox News/Opinion Dynamics,3,116,2003,03/26/03,03/27/03,66,24,10,10,,,900,,
Fox News/Opinion Dynamics,3,118,2003,04/09/03,04/10/03,71,20,9,9,,,900,,
Fox News/Opinion Dynamics,3,120,2003,04/23/03,04/24/03,65,25,10,10,,,900,,
Fox News/Opinion Dynamics,3,122,2003,05/07/03,05/08/03,65,24,11,11,,,900,,
Fox News/Opinion Dynamics,3,124,2003,05/21/03,05/22/03,64,26,10,10,,,900,,
Fox News/Opinion Dynamics,3,126,2003,06/04/03,06/05/03,66,26,8,8,,,900,,
Fox News/Opinion Dynamics,3,128,2003,06/18/03,06/19/03,65,25,10,10,,,900,,
Fox News/Opinion Dynamics,3,130,2003,07/01/03,07/02/03,60,27,13,13,,,900,,
Fox News/Opinion Dynamics,3,132,2003,07/16/03,07/17/03,59,32,9,9,,,900,,
Fox News/Opinion Dynamics,3,134,2003,07/30/03,07/31/03,59,31,10,10,,,900,,
Fox News/Opinion Dynamics,3,136,2003,08/13/03,08/14/03,57,34,9,9,,,900,,
Fox News/Opinion Dynamics,3,140,2003,09/10/03,09/11/03,58,33,9,9,,,900,,
Fox News/Opinion Dynamics,3,142,2003,09/24/03,09/25/03,50,40,10,10,,,900,,
Fox News/Opinion Dynamics,3,145,2003,10/15/03,10/16/03,52,37,11,11,,,900,,
Fox News/Opinion Dynamics,3,147,2003,10/29/03,10/30/03,53,37,10,10,,,900,,
Fox News/Opinion Dynamics,3,150,2003,11/19/03,11/20/03,52,41,7,7,,,900,,
Fox News/Opinion Dynamics,3,152,2003,12/04/03,12/05/03,52,34,14,14,,,900,,
Fox News/Opinion Dynamics,3,157,2004,01/08/04,01/09/04,58,31,11,11,,,900,,
Fox News/Opinion Dynamics,3,159,2004,01/22/04,01/23/04,53,39,8,8,,,900,,
Fox News/Opinion Dynamics,3,161,2004,02/05/04,02/06/04,53,41,6,6,,,900,,
Fox News/Opinion Dynamics,3,163,2004,02/19/04,02/20/04,48,41,11,11,,,900,,
Fox News/Opinion Dynamics,3,165,2004,03/04/04,03/05/04,48,44,8,8,,,900,,
Fox News/Opinion Dynamics,3,168,2004,03/24/04,03/25/04,47,44,9,9,,,900,,
Fox News/Opinion Dynamics,3,170,2004,04/07/04,04/08/04,49,44,7,7,,,900,,
Fox News/Opinion Dynamics,3,172,2004,04/22/04,04/23/04,50,44,6,6,,,900,,
Fox News/Opinion Dynamics,3,174,2004,05/05/04,05/06/04,49,43,8,8,,,900,,
Fox News/Opinion Dynamics,3,176,2004,05/19/04,05/20/04,48,43,9,9,,,900,,
Fox News/Opinion Dynamics,3,179,2004,06/09/04,06/10/04,48,45,7,7,,,900,,
Fox News/Opinion Dynamics,3,180,2004,06/23/04,06/24/04,49,44,7,7,,,900,,
Fox News/Opinion Dynamics,3,185,2004,07/21/04,07/22/04,47,45,8,8,,,900,,
Fox News/Opinion Dynamics,3,187,2004,08/04/04,08/05/04,44,48,8,8,,,900,,
Fox News/Opinion Dynamics,3,190,2004,08/25/04,08/26/04,51,43,6,6,,,900,,
Fox News/Opinion Dynamics,3,192,2004,09/08/04,09/09/04,49,44,7,7,,,900,,
Fox News/Opinion Dynamics,3,194,2004,09/22/04,09/23/04,50,45,5,5,,,900,,
Fox News/Opinion Dynamics,3,195,2004,10/03/04,10/04/04,53,43,,4,,,,1,0
Fox News/Opinion Dynamics,3,196,2004,10/04/04,10/05/04,53,43,4,4,,,900,,
Fox News/Opinion Dynamics,3,197,2004,10/17/04,10/18/04,49,44,,7,,,,1,0
Fox News/Opinion Dynamics,3,198,2004,10/18/04,10/19/04,49,44,7,7,,,900,,
Fox News/Opinion Dynamics,3,199,2004,10/28/04,10/29/04,48,47,5,5,,,900,,
Fox News/Opinion Dynamics,3,199,2004,10/29/04,10/30/04,47,47,6,6,,,900,,
Fox News/Opinion Dynamics,3,199,2004,10/30/04,10/31/04,47,47,6,6,,,900,,
Fox News/Opinion Dynamics,3,200,2004,10/31/04,11/01/04,47,46,7,7,,,900,,
Fox News/Opinion Dynamics,3,202,2004,11/17/04,11/18/04,53,40,7,7,,,900,,
Fox News/Opinion Dynamics,3,206,2004,12/15/04,12/16/04,48,45,7,7,,,900,,
Fox News/Opinion Dynamics,3,210,2005,01/12/05,01/13/05,52,41,7,7,,,900,,
Fox News/Opinion Dynamics,3,212,2005,01/26/05,01/27/05,50,40,10,10,,,900,,
Fox News/Opinion Dynamics,3,214,2005,02/09/05,02/10/05,51,43,7,7,,,900,,
Fox News/Opinion Dynamics,3,217,2005,03/02/05,03/03/05,52,39,9,9,,,900,,
Fox News/Opinion Dynamics,3,221,2005,03/30/05,03/31/05,49,46,5,5,,,900,,
Fox News/Opinion Dynamics,3,225,2005,04/26/05,04/27/05,47,43,10,10,,,900,,
Fox News/Opinion Dynamics,3,232,2005,06/15/05,06/16/05,48,43,9,9,,,900,,
Fox News/Opinion Dynamics,3,236,2005,07/13/05,07/14/05,47,47,6,6,,,900,,
Fox News/Opinion Dynamics,3,238,2005,07/27/05,07/28/05,47,44,9,9,,,900,,
Fox News/Opinion Dynamics,3,243,2005,08/31/05,09/01/05,45,50,5,5,,,900,,
Fox News/Opinion Dynamics,3,245,2005,09/14/05,09/15/05,41,51,8,8,,,900,,
Fox News/Opinion Dynamics,3,247,2005,09/28/05,09/29/05,45,47,8,8,,,900,,
Fox News/Opinion Dynamics,3,249,2005,10/12/05,10/13/05,40,51,9,9,,,900,,
Fox News/Opinion Dynamics,3,241,2005,10/26/05,10/27/05,41,51,8,8,,,900,,
Fox News/Opinion Dynamics,3,252,2005,11/09/05,11/10/05,36,53,11,11,,,900,,
Fox News/Opinion Dynamics,3,256,2005,11/30/05,12/01/05,42,48,10,10,,,900,,
Fox News/Opinion Dynamics,3,258,2005,12/14/05,12/15/05,42,51,7,7,,,900,,
Fox News/Opinion Dynamics,3,262,2006,01/11/06,01/12/06,42,49,9,9,,,900,,
Fox News/Opinion Dynamics,3,264,2006,01/25/06,01/26/06,41,51,8,8,,,900,,
Fox News/Opinion Dynamics,3,266,2006,02/08/06,02/09/06,44,47,9,9,,,900,,
Fox News/Opinion Dynamics,3,269,2006,02/28/06,03/01/06,39,54,,7,,,,0,0
Fox News/Opinion Dynamics,3,269,2006,03/01/06,03/02/06,39,54,7,7,,,900,,
Fox News/Opinion Dynamics,3,271,2006,03/15/06,03/16/06,39,51,11,11,,,900,,
Fox News/Opinion Dynamics,3,274,2006,04/04/06,04/05/06,36,53,,10,,,,0,0
Fox News/Opinion Dynamics,3,274,2006,04/04/06,04/06/06,36,53,10,10,,,900,,
Fox News/Opinion Dynamics,3,276,2006,04/19/06,04/20/06,38,53,9,,,,900,,
Fox News/Opinion Dynamics,3,278,2006,05/03/06,05/04/06,38,53,9,9,,,900,,
Fox News/Opinion Dynamics,3,280,2006,05/17/06,05/19/06,35,56,8,8,,,900,,
Fox News/Opinion Dynamics,3,284,2006,06/14/06,06/15/06,40,52,8,8,,,900,,
Fox News/Opinion Dynamics,3,286,2006,06/28/06,06/30/06,41,50,9,9,,,900,,
Fox News/Opinion Dynamics,3,288,2006,07/12/06,07/13/06,36,53,11,11,,,900,,
Fox News/Opinion Dynamics,3,292,2006,08/09/06,08/10/06,36,56,8,8,,,900,,
Fox News/Opinion Dynamics,3,295,2006,08/30/06,08/31/06,38,56,6,6,,,900,,
Fox News/Opinion Dynamics,3,297,2006,09/13/06,09/14/06,40,49,10,10,,,900,,
Fox News/Opinion Dynamics,3,299,2006,09/27/06,09/28/06,42,54,4,4,,,800,,
Fox News/Opinion Dynamics,3,301,2006,10/11/06,10/12/06,40,56,4,4,,,900,,
Fox News/Opinion Dynamics,3,303,2006,10/25/06,10/26/06,40,53,6,6,,,900,,
Fox News/Opinion Dynamics,3,304,2006,11/05/06,11/06/06,38,54,6,6,,,900,,
Fox News/Opinion Dynamics,3,309,2006,12/05/06,12/06/06,38,54,,9,,,,0,0
Fox News/Opinion Dynamics,3,315,2007,01/16/07,01/17/07,35,58,,7,,,,0,0
Fox News/Opinion Dynamics,3,317,2007,01/30/07,01/31/07,38,54,,8,,,,0,0
Fox News/Opinion Dynamics,3,319,2007,02/13/07,02/14/07,35,56,,9,,,,0,0
Fox News/Opinion Dynamics,3,321,2007,02/27/07,02/28/07,34,57,,8,,,,0,0
Fox News/Opinion Dynamics,3,325,2007,03/27/07,03/28/07,33,61,,6,,,,0,0
Fox News/Opinion Dynamics,3,328,2007,04/17/07,04/18/07,38,54,,8,,,,0,0
Fox News/Opinion Dynamics,3,332,2007,05/15/07,05/16/07,34,56,,10,,,,0,0
Fox News/Opinion Dynamics,3,335,2007,06/05/07,06/06/07,34,57,,9,,,,0,0
Fox News/Opinion Dynamics,3,338,2007,06/26/07,06/27/07,31,60,,9,,,,0,0
Fox News/Opinion Dynamics,3,341,2007,07/17/07,07/18/07,32,61,,7,,,,0,0
Fox News/Opinion Dynamics,3,346,2007,08/21/07,08/22/07,33,56,,11,,,,0,0
Fox News/Opinion Dynamics,3,349,2007,09/11/07,09/12/07,37,58,,6,,,,0,0
Fox News/Opinion Dynamics,3,351,2007,09/25/07,09/26/07,34,58,,8,,,,0,0
Fox News/Opinion Dynamics,3,353,2007,10/09/07,10/10/07,35,56,,9,,,,0,0
Fox News/Opinion Dynamics,3,355,2007,10/23/07,10/24/07,35,55,,9,,,,0,0
Fox News/Opinion Dynamics,3,358,2007,11/13/07,11/14/07,36,56,,8,,,,0,0
Fox News/Opinion Dynamics,3,363,2007,12/18/07,12/19/07,36,57,,6,,,,0,0
Fox News/Opinion Dynamics,3,369,2008,01/30/08,01/31/08,33,60,,7,,,,0,0
Fox News/Opinion Dynamics,3,372,2008,02/19/08,02/20/08,32,59,,9,,,,0,0
Fox News/Opinion Dynamics,3,376,2008,03/18/08,03/19/08,30,60,,10,,,,0,0
Fox News/Opinion Dynamics,3,382,2008,04/28/08,04/29/08,32,60,,8,,,,0,0
Fox News/Opinion Dynamics,3,389,2008,06/17/08,06/18/08,29,64,,7,,,,0,0
Fox News/Opinion Dynamics,3,394,2008,07/22/08,07/23/08,27,66,,7,,,,0,0
Fox News/Opinion Dynamics,3,398,2008,08/19/08,08/20/08,28,67,,5,,,,0,0
Fox News/Opinion Dynamics,3,401,2008,09/08/08,09/09/08,32,64,,4,,,,0,0
Fox News/Opinion Dynamics,3,403,2008,09/22/08,09/23/08,26,66,,8,,,,0,0
Fox News/Opinion Dynamics,3,405,2008,10/08/08,10/09/08,25,69,,5,,,,0,0
Associated Press/IPSOS,4,52,2002,01/05/02,01/07/02,77,20,2,2,0,,1050,,
Associated Press/IPSOS,4,61,2002,03/15/02,03/18/02,75,22,2,2,0,,1050,,
Associated Press/IPSOS,4,66,2002,04/20/02,04/22/02,72,25,3,2,1,,1050,,
Associated Press/IPSOS,4,68,2002,05/04/02,05/07/02,71,25,4,3,1,,1050,,
Associated Press/IPSOS,4,70,2002,05/18/02,05/20/02,71,27,3,2,1,,1050,,
Associated Press/IPSOS,4,73,2002,06/08/02,06/10/02,74,24,2,2,0,,1050,,
Associated Press/IPSOS,4,78,2002,07/12/02,07/15/02,67,31,2,2,0,,1050,,
Associated Press/IPSOS,4,79,2002,07/19/02,07/22/02,66,30,3,3,0,,1050,,
Associated Press/IPSOS,4,81,2002,08/03/02,08/05/02,65,32,2,2,0,,1050,,
Associated Press/IPSOS,4,83,2002,08/17/02,08/19/02,62,34,4,3,1,,1050,,
Associated Press/IPSOS,4,86,2002,09/04/02,09/06/02,65,32,3,2,1,,1050,,
Associated Press/IPSOS,4,87,2002,09/17/02,09/20/02,66,31,2,2,0,,1050,,
Associated Press/IPSOS,4,88,2002,09/21/02,09/23/02,66,31,3,2,1,,1050,,
Associated Press/IPSOS,4,90,2002,10/02/02,10/04/02,63,33,3,3,0,,1050,,
Associated Press/IPSOS,4,92,2002,10/16/02,10/18/02,62,36,1,1,0,,1050,,
Associated Press/IPSOS,4,93,2002,10/26/02,10/28/02,64,33,3,2,1,,1050,,
Associated Press/IPSOS,4,94,2002,10/29/02,11/01/02,64,34,2,2,0,,1050,,
Associated Press/IPSOS,4,97,2002,11/20/02,11/22/02,66,31,4,3,1,,1050,,
Associated Press/IPSOS,4,100,2002,12/04/02,12/06/02,64,33,3,2,1,,1050,,
Associated Press/IPSOS,4,102,2002,12/18/02,12/20/02,60,37,2,2,0,,1050,,
Associated Press/IPSOS,4,105,2003,01/08/03,01/10/03,58,38,3,3,0,,1050,,
Associated Press/IPSOS,4,107,2003,01/22/03,01/24/03,54,41,5,4,1,,1050,,
Associated Press/IPSOS,4,109,2003,02/05/03,02/07/03,57,37,5,4,1,,1050,,
Associated Press/IPSOS,4,111,2003,02/19/03,02/21/03,55,42,3,2,1,,1050,,
Associated Press/IPSOS,4,113,2003,03/05/03,03/07/03,51,43,6,6,0,,1050,,
Associated Press/IPSOS,4,115,2003,03/19/03,03/21/03,62,35,3,3,0,,1050,,
Associated Press/IPSOS,4,117,2003,04/02/03,04/04/03,64,33,3,2,1,,1050,,
Associated Press/IPSOS,4,119,2003,04/16/03,04/18/03,65,32,2,2,0,,1050,,
Associated Press/IPSOS,4,122,2003,05/07/03,05/09/03,61,37,2,2,0,,1050,,
Associated Press/IPSOS,4,124,2003,05/21/03,05/23/03,62,35,3,2,1,,1050,,
Associated Press/IPSOS,4,126,2003,06/04/03,06/06/03,61,35,4,3,1,,1050,,
Associated Press/IPSOS,4,128,2003,06/18/03,06/20/03,58,39,2,2,0,,1050,,
Associated Press/IPSOS,4,131,2003,07/09/03,07/11/03,60,38,1,1,0,,1050,,
Associated Press/IPSOS,4,133,2003,07/23/03,07/25/03,54,44,2,1,1,,1050,,
Associated Press/IPSOS,4,135,2003,08/06/03,08/09/03,58,38,4,3,1,,1050,,
Associated Press/IPSOS,4,137,2003,08/20/03,08/22/03,56,40,4,3,1,,1050,,
Associated Press/IPSOS,4,139,2003,09/03/03,09/05/03,52,45,3,2,1,,1050,,
Associated Press/IPSOS,4,141,2003,09/17/03,09/19/03,55,43,2,2,0,,1050,,
Associated Press/IPSOS,4,144,2003,10/08/03,10/10/03,51,46,3,3,0,,1050,,
Associated Press/IPSOS,4,146,2003,10/22/03,10/24/03,55,43,3,2,1,,1050,,
Associated Press/IPSOS,4,148,2003,11/05/03,11/07/03,52,46,2,2,0,,1050,,
Associated Press/IPSOS,4,150,2003,11/19/03,11/21/03,50,47,3,3,0,,1050,,
Associated Press/IPSOS,4,152,2003,12/02/03,12/04/03,53,44,3,3,0,,1050,,
Associated Press/IPSOS,4,154,2003,12/16/03,12/18/03,59,39,2,2,0,,1050,,
Associated Press/IPSOS,4,157,2004,01/06/04,01/08/04,56,42,2,1,1,,1050,,
Associated Press/IPSOS,4,161,2004,02/03/04,02/05/04,47,50,4,4,0,,1050,,
Associated Press/IPSOS,4,165,2004,03/02/04,03/04/04,48,49,3,3,0,,1050,,
Associated Press/IPSOS,4,170,2004,04/06/04,04/08/04,48,50,2,2,0,,1050,,
Associated Press/IPSOS,4,174,2004,05/04/04,05/06/04,48,50,2,2,0,,1050,,
Associated Press/IPSOS,4,179,2004,06/08/04,06/10/04,48,50,2,2,0,,1050,,
Associated Press/IPSOS,4,183,2004,07/06/04,07/08/04,50,48,1,1,0,,1050,,
Associated Press/IPSOS,4,187,2004,08/04/04,08/06/04,49,50,1,1,0,,1050,,
Associated Press/IPSOS,4,192,2004,09/08/04,09/10/04,52,46,1,1,0,,1050,,
Associated Press/IPSOS,4,194,2004,09/21/04,09/23/04,54,46,1,1,0,,1050,,
Associated Press/IPSOS,4,196,2004,10/05/04,10/07/04,46,53,1,1,0,,1050,,
Associated Press/IPSOS,4,198,2004,10/19/04,10/21/04,47,52,1,1,0,,1050,,
Associated Press/IPSOS,4,200,2004,11/04/04,11/06/04,51,48,1,1,0,,1050,,
Associated Press/IPSOS,4,205,2004,12/07/04,12/09/04,51,47,2,2,0,,1050,,
Associated Press/IPSOS,4,206,2004,12/18/04,12/20/04,50,48,1,1,0,,1050,,
Associated Press/IPSOS,4,209,2005,01/04/05,01/06/05,49,49,1,1,0,,1050,,
Associated Press/IPSOS,4,214,2005,02/08/05,02/10/05,45,54,1,1,0,,1050,,
Associated Press/IPSOS,4,218,2005,03/08/05,03/10/05,48,50,3,2,1,,1050,,
Associated Press/IPSOS,4,222,2005,04/05/05,04/07/05,44,54,1,1,0,,1050,,
Associated Press/IPSOS,4,226,2005,05/03/05,05/05/05,47,51,2,2,0,,1050,,
Associated Press/IPSOS,4,231,2005,06/07/05,06/09/05,43,55,2,1,1,,1050,,
Associated Press/IPSOS,4,236,2005,07/12/05,07/14/05,42,56,1,1,0,,1050,,
Associated Press/IPSOS,4,239,2005,08/02/05,08/04/05,42,55,2,2,0,,1050,,
Associated Press/IPSOS,4,244,2005,09/07/05,09/09/05,39,59,2,1,1,,1050,,
